user_id,monthly_salary,avg_monthly_balance,existing_emi,emi_to_income_ratio,credit_score,delayed_payments,avg_daily_transactions,bounced_transactions,nach_failures,age,PAN,Aadhaar
user_882,96028,58711.76,3891,4.05,629,0,5.26,0,0,53,VIGBR4480V,084179475161
user_883,49909,51988.9,5492,11.0,506,5,3.86,0,0,38,LJZLS4796R,080985632367
user_884,116529,61429.97,5060,4.34,835,0,3.03,0,0,34,LYGFN1005B,105929758974
user_885,48124,84274.29,5786,12.02,346,3,13.91,0,0,56,ULLFJ2515U,985734021997
user_886,84237,60046.98,27329,32.44,800,1,5.46,0,0,34,GWPFT9931X,814321996084
user_887,123885,105245.63,22356,18.05,612,1,9.23,0,0,38,ULCEQ0042J,498434843882
user_888,147855,287753.67,20402,13.8,499,1,10.28,2,0,53,XPZXU4564Y,882865172712
user_889,53435,85731.67,5618,10.51,788,0,7.34,0,0,59,IRAIN5053H,292535229864
user_890,120165,173661.33,11371,9.46,750,1,3.09,0,0,34,LLTYK7343M,659246538181
user_891,50466,38087.67,2830,5.61,483,1,8.72,0,0,55,NQSRR6024X,800301133923
user_892,34454,61385.26,7633,22.15,642,1,7.12,0,0,39,PAYZH8167O,761441857278
user_893,141058,212373.01,30338,21.51,773,0,9.21,0,0,43,RQRFZ3037J,855346540782
user_894,97394,48952.01,38670,39.7,578,4,4.96,2,1,34,XCWWU5558J,801127273694
user_895,127516,176472.89,12605,9.89,826,2,3.64,0,0,46,FOXCB6254B,498164529382
user_896,50179,33988.73,2200,4.38,639,0,4.63,0,0,28,FNFKX6354I,293059809980
user_897,28980,19501.9,5361,18.5,418,0,5.86,2,0,54,AWXMU2820C,585104216647
user_898,148587,102337.28,15987,10.76,652,1,10.24,0,0,45,VDMFZ6725H,017735020765
user_899,29211,36211.31,6185,21.17,374,3,5.33,1,0,39,DEJWQ8043K,906170136058
user_900,100995,161162.36,24290,24.05,572,3,5.01,0,0,38,CZDAI2100H,810719574048
user_901,75197,62089.4,1193,1.59,790,1,13.43,0,0,52,DOUVU9037P,038375002987
user_902,127146,126869.03,28480,22.4,353,4,9.79,2,0,34,KQAJS0982Q,030970248798
user_903,100294,175573.13,1794,1.79,707,1,7.44,0,0,24,YZTFW6563H,583443855889
user_904,95311,116472.01,17860,18.74,466,2,7.53,2,0,47,NMZXP9713E,745470090245
user_905,144259,207623.22,50899,35.28,767,1,7.06,0,1,55,PFOXT7409T,904910266677
user_906,30624,15880.88,11247,36.73,521,0,5.75,2,0,32,ZPILA9779Z,872741132108
user_907,50224,84130.51,2156,4.29,606,0,9.23,0,0,34,YFYWB9654N,746914657520
user_908,107897,214544.62,18835,17.46,532,3,3.36,1,0,26,LNCWM1074U,014109025573
user_909,41167,74454.51,10955,26.61,631,0,7.67,0,0,54,PVXAT3314I,154510298568
user_910,98701,87450.68,11965,12.12,764,0,11.07,0,0,42,TJNTF5897Z,659730630834
user_911,144081,232995.26,28203,19.57,578,1,10.42,0,0,51,KXRLF8351C,128502816180
user_912,125755,163117.9,4569,3.63,454,3,9.72,2,0,38,UHMEN6612R,461835249473
user_913,136910,243944.58,15761,11.51,683,1,6.35,0,0,28,DMSQM7248F,857547004747
user_914,55810,49336.38,10445,18.72,659,2,12.97,0,0,27,PPZVT6477O,016369019999
user_915,85984,80883.41,7672,8.92,630,1,6.96,0,0,44,KBYIW1166N,685025269501
user_916,132392,246723.99,24255,18.32,759,1,11.39,0,0,39,ZXIVQ4363L,906635550281
user_917,141785,83823.67,32776,23.12,673,0,7.28,0,0,30,XKWIL6889Y,365062682367
user_918,134466,256163.29,34053,25.32,828,2,6.44,0,0,50,KGMSU5150L,001394498120
user_919,142847,226653.07,22812,15.97,461,3,14.77,1,0,48,AMHOO3179Z,168772346534
user_920,78692,94042.76,12341,15.68,734,2,8.79,0,0,38,DDIEM6377N,418177022074
user_921,133241,77891.17,6010,4.51,523,4,13.39,0,0,32,SRBKD3164R,540847103204
user_922,42639,33095.97,7767,18.22,442,4,7.69,1,0,21,OYXLO0725A,836190731052
user_923,50148,60921.28,3479,6.94,460,3,5.49,1,0,37,NDFHO5225J,350778746799
user_924,58249,100040.76,16528,28.37,609,2,3.34,0,0,45,KPBQJ1120H,745282152079
user_925,149217,189444.06,27297,18.29,372,0,6.81,1,0,39,DJVOX1874P,685277261912
user_926,140090,114401.16,37056,26.45,590,5,5.88,2,0,58,WXPRV5142P,040085680886
user_927,66298,107118.16,10095,15.23,695,1,12.38,0,0,49,FLDMX4504L,074955569721
user_928,78308,111256.68,25613,32.71,832,0,10.75,0,0,38,IINFQ4141R,872285558386
user_929,93488,149067.28,1470,1.57,527,0,13.36,0,0,56,RSVIG2479T,133689693051
user_930,45620,34387.86,17480,38.32,470,0,14.16,1,1,27,QHDVM8470W,516041958428
user_931,129176,221620.27,4142,3.21,311,5,7.23,2,0,38,TENPT4715A,405740266192
user_932,63238,46479.41,1322,2.09,711,1,9.45,0,0,56,SANKU2641L,894538542141
user_933,24639,27193.82,8228,33.39,847,1,4.76,0,0,22,MIEST5839B,898571783099
user_934,129100,190632.99,43733,33.88,536,4,5.83,2,0,44,OKKOJ0036H,514445206529
user_935,46784,91787.38,16310,34.86,387,4,11.59,2,0,53,TARNA4784E,710063235653
user_936,76015,104215.95,20401,26.84,414,1,10.01,2,0,42,CUBGC2762W,645716224512
user_937,72058,48144.03,18997,26.36,365,3,13.81,2,0,41,GTMYX7769O,954563667453
user_938,111545,92346.66,28945,25.95,456,3,10.65,0,0,33,SNBBH5892L,586737907507
user_939,91038,90592.17,20165,22.15,736,1,8.88,0,0,38,FOIMC9173U,292845177113
user_940,44248,24608.61,16678,37.69,801,2,12.67,0,1,40,ZXNHV7194A,927641301219
user_941,109891,109426.42,4421,4.02,321,2,5.3,0,0,47,WCVFG0405L,076878815348
user_942,72078,49674.03,19531,27.1,713,1,4.96,0,0,37,QCJFN5806D,905379102647
user_943,40827,46424.44,11807,28.92,630,0,13.18,0,0,48,LYPRH9687J,345635350240
user_944,21509,40582.97,6464,30.05,445,0,14.23,0,0,22,WIBOF9133G,821115714247
user_945,101442,59202.21,34142,33.66,370,4,12.17,0,0,37,MIFEX5982U,780495633231
user_946,63174,100964.55,13441,21.28,720,1,3.83,0,0,40,QHRRS9510W,501668244441
user_947,131879,262978.72,6613,5.01,550,4,11.83,2,0,58,LIVYU6321M,059851450106
user_948,135103,225949.6,34131,25.26,430,1,4.29,0,0,55,LVJEF5162S,638152758057
user_949,42898,37763.7,16618,38.74,776,1,13.36,0,0,39,PBZUF4604E,607140204086
user_950,90587,146900.08,23450,25.89,531,3,10.16,0,0,54,NPQLY3313H,563954349809
user_951,131375,160274.16,11121,8.47,560,0,14.83,1,0,40,JPFON7246P,655446209454
user_952,139066,210232.28,48368,34.78,635,2,7.71,0,0,47,VIKEY2005A,117678348740
user_953,144417,107688.2,9327,6.46,587,2,7.01,1,0,50,JHNKY3354Z,170846069752
user_954,27729,49269.18,5833,21.04,422,1,13.13,1,0,54,LNIJI4519H,876328488148
user_955,44288,71153.11,11451,25.86,750,1,6.2,0,0,32,OKSZC0080Y,300045153619
user_956,122109,103600.08,31138,25.5,471,3,9.05,1,0,57,BPDBJ1133K,244402382726
user_957,133573,86676.73,8183,6.13,515,2,6.02,0,0,29,CZHER4297M,529040863249
user_958,127832,229456.0,49628,38.82,657,0,9.27,0,1,22,VABHQ9524F,792422083928
user_959,91808,135677.97,12383,13.49,417,1,4.06,2,0,27,QRHUM2439X,063406766343
user_960,28627,46647.57,2739,9.57,434,0,9.49,2,0,32,MYXIJ5606S,946650743746
user_961,126047,103469.3,31578,25.05,543,2,14.84,2,0,52,QRLGD3104J,530928126890
user_962,63765,84296.62,2764,4.33,615,0,14.28,0,0,40,FCZJV5363H,407489964416
user_963,98863,141921.77,34752,35.15,715,2,13.03,0,0,55,WGCDI7507M,725803730325
user_964,47400,73675.21,17018,35.9,532,1,13.61,0,1,24,IRNXD5489Y,985265732119
user_965,124331,242362.18,7668,6.17,577,2,6.57,0,0,39,GOMUO4910Q,786280740407
user_966,39688,31572.54,6145,15.48,677,2,8.88,0,0,58,QBBFU5202G,013436602522
user_967,80179,128574.66,23041,28.74,429,4,14.48,0,0,60,IICGW1187C,652363292015
user_968,132417,157731.61,37102,28.02,402,1,13.55,1,0,51,RDVNJ2194K,709254875016
user_969,115478,124325.97,5828,5.05,403,2,7.63,1,0,30,WXQTG9816Q,610277586607
user_970,71714,133764.69,27194,37.92,610,0,6.02,0,0,51,QZZFN5594N,416990745066
user_971,81977,163490.68,27074,33.03,701,2,6.62,0,0,58,TOJNR5278X,365416038850
user_972,48949,81530.48,8295,16.95,411,0,10.3,0,0,26,HJATR4643S,304910183751
user_973,88235,167685.8,26192,29.68,708,2,13.38,0,0,34,LCHDK3870O,351363659728
user_974,28938,17283.23,11050,38.19,374,0,6.58,1,1,37,EIXRM5301H,984768237939
user_975,69783,121118.59,18819,26.97,638,0,14.36,0,0,36,HFDJW2764M,026804931436
user_976,77575,60848.18,10693,13.78,368,4,13.23,2,0,58,DBQZV0440X,914675766704
user_977,93240,78646.83,33170,35.57,642,0,7.01,0,1,58,TVAGZ7322F,028494149488
user_978,104616,144489.33,3449,3.3,542,3,9.32,0,0,29,HKORU5756I,939216573893
user_979,86884,55010.6,21719,25.0,670,1,10.62,0,0,37,FDEKK7153Q,761172652960
user_980,45820,51089.89,11153,24.34,839,1,7.64,0,0,22,UDOFI9712M,430563422944
user_981,51199,60334.7,18406,35.95,838,2,3.33,0,0,26,IFMMO2298G,956372196882
user_982,70679,94487.09,6935,9.81,635,0,7.3,0,0,43,XTCHM0413I,493038919452
user_983,30889,46197.31,7339,23.76,832,0,6.2,0,0,27,TQQVL5320Z,805175538165
user_984,79167,62292.19,10800,13.64,524,3,11.19,0,0,42,WJCAH6545W,130646182140
user_985,36586,55655.23,6632,18.13,547,4,8.11,1,0,26,MLHCF0087S,490009411071
user_986,111732,187427.5,7719,6.91,563,3,4.65,2,0,32,MPTSI3763B,133630000909
user_987,103625,173574.99,18359,17.72,630,2,10.59,0,0,43,VRAKM2956J,155817089159
user_988,58590,98363.31,17844,30.46,520,5,4.53,2,0,29,QKESE3372P,157608262263
user_989,45641,48998.23,17570,38.5,415,1,10.89,0,1,47,RZUER8309N,048830051599
user_990,45818,83947.46,2500,5.46,682,0,9.63,0,0,47,WYYLR0753D,067401955942
user_991,51557,71162.03,11597,22.49,435,5,8.06,2,0,39,YLWZP6084D,895035440891
user_992,112799,76542.62,1676,1.49,494,0,6.89,2,0,50,CEEAM3145T,062300650801
user_993,31228,23975.57,4640,14.86,850,2,7.69,0,0,23,EVYSE1918R,396339037687
user_994,97364,115893.61,29703,30.51,628,2,7.18,0,0,47,JFYOK6994R,407840272783
user_995,133248,214410.85,29429,22.09,513,1,3.64,0,0,23,NTFME7006V,527892953335
user_996,41125,55232.58,1573,3.82,471,4,6.33,2,0,55,UICAU5497P,337446594070
user_997,102071,78110.29,3788,3.71,473,5,5.44,2,0,24,XKIJQ7433D,001012720750
user_998,148209,239295.16,5679,3.83,644,2,3.78,0,0,42,GWWNY1796R,043625230053
user_999,77076,60241.54,3222,4.18,837,0,8.4,0,0,53,KLEKZ3310M,925794619201
user_1000,34383,48328.79,11241,32.69,373,5,11.8,2,0,55,IMHEG3644N,135800104936
